,model,tmscore
0,af3_jian_0,0.9645
1,af3_jian_1,0.9635
2,af3_jian_2,0.9598
3,af3_jian_3,0.961
4,af3_jian_4,0.9621
5,af3_jian_5,0.9652
6,af3_jian_6,0.9608
7,af3_jian_7,0.9625
8,af3_jian_8,0.9597
9,af3_jian_9,0.9618
10,af3_pawan_0,0.9639
11,af3_pawan_1,0.9626
12,af3_pawan_2,0.9642
13,af3_pawan_3,0.9652
14,af3_pawan_4,0.9686
15,af3_pawan_5,0.9653
16,af3_pawan_6,0.962
17,af3_pawan_7,0.9663
18,af3_pawan_8,0.9607
19,af3_pawan_9,0.9674
20,colabfold_web_0,0.9649
21,colabfold_web_1,0.9649
22,colabfold_web_2,0.9651
23,colabfold_web_3,0.9644
24,colabfold_web_4,0.9646
25,colabfold_web_not_0,0.9651
26,colabfold_web_not_1,0.965
27,colabfold_web_not_2,0.9648
28,colabfold_web_not_3,0.9651
29,colabfold_web_not_4,0.9649
30,deepmsa_DeepJGI_0,0.9671
31,deepmsa_DeepJGI_1,0.9654
32,deepmsa_DeepJGI_2,0.966
33,deepmsa_DeepJGI_3,0.9671
34,deepmsa_DeepJGI_4,0.9672
35,deepmsa_DeepJGI_hms_0,0.9679
36,deepmsa_DeepJGI_hms_1,0.9675
37,deepmsa_DeepJGI_hms_2,0.9677
38,deepmsa_DeepJGI_hms_3,0.9675
39,deepmsa_DeepJGI_hms_4,0.9674
40,deepmsa_dMSA_0,0.9672
41,deepmsa_dMSA_1,0.9671
42,deepmsa_dMSA_2,0.9664
43,deepmsa_dMSA_3,0.9667
44,deepmsa_dMSA_4,0.9666
45,deepmsa_dMSA_hhb_0,0.9667
46,deepmsa_dMSA_hhb_1,0.9672
47,deepmsa_dMSA_hhb_2,0.9671
48,deepmsa_dMSA_hhb_3,0.9671
49,deepmsa_dMSA_hhb_4,0.967
50,deepmsa_dMSA_hms_0,0.9664
51,deepmsa_dMSA_hms_1,0.9668
52,deepmsa_dMSA_hms_2,0.9664
53,deepmsa_dMSA_hms_3,0.9677
54,deepmsa_dMSA_hms_4,0.9673
55,deepmsa_dMSA_jac_0,0.9671
56,deepmsa_dMSA_jac_1,0.9684
57,deepmsa_dMSA_jac_2,0.9684
58,deepmsa_dMSA_jac_3,0.9673
59,deepmsa_dMSA_jac_4,0.9671
60,deepmsa_q3JGI_0,0.9693
61,deepmsa_q3JGI_1,0.9686
62,deepmsa_q3JGI_2,0.9697
63,deepmsa_q3JGI_3,0.9687
64,deepmsa_q3JGI_4,0.9693
65,deepmsa_q4JGI_0,0.9684
66,deepmsa_q4JGI_1,0.9686
67,deepmsa_q4JGI_2,0.9688
68,deepmsa_q4JGI_3,0.9684
69,deepmsa_q4JGI_4,0.9678
70,deepmsa_qMSA_0,0.9696
71,deepmsa_qMSA_1,0.9696
72,deepmsa_qMSA_2,0.9681
73,deepmsa_qMSA_3,0.9703
74,deepmsa_qMSA_4,0.9681
75,deepmsa_qMSA_hhb_0,0.9715
76,deepmsa_qMSA_hhb_1,0.9699
77,deepmsa_qMSA_hhb_2,0.971
78,deepmsa_qMSA_hhb_3,0.9697
79,deepmsa_qMSA_hhb_4,0.9699
80,deepmsa_qMSA_jac_0,0.9703
81,deepmsa_qMSA_jac_1,0.9702
82,deepmsa_qMSA_jac_2,0.9692
83,deepmsa_qMSA_jac_3,0.97
84,deepmsa_qMSA_jac_4,0.9689
85,def_drop_nos_0,0.9689
86,def_drop_nos_1,0.9697
87,def_drop_nos_2,0.9689
88,def_drop_nos_3,0.9692
89,def_drop_nos_4,0.9694
90,def_drop_s_0,0.97
91,def_drop_s_1,0.9692
92,def_drop_s_2,0.9693
93,def_drop_s_3,0.9695
94,def_drop_s_4,0.9707
95,def_esm_msa_0,0.9712
96,def_esm_msa_1,0.9713
97,def_esm_msa_2,0.971
98,def_esm_msa_3,0.9707
99,def_esm_msa_4,0.9701
100,def_esm_msa_ckpt5_0,0.9687
101,def_esm_msa_ckpt5_1,0.9673
102,def_esm_msa_ckpt5_2,0.9693
103,def_esm_msa_ckpt5_3,0.9686
104,def_esm_msa_ckpt5_4,0.968
105,def_notemp_0,0.9691
106,def_notemp_1,0.971
107,def_notemp_2,0.9713
108,def_notemp_3,0.9698
109,def_notemp_4,0.9703
110,def_notemp_drop_nos_0,0.9692
111,def_notemp_drop_nos_1,0.9699
112,def_notemp_drop_nos_2,0.9706
113,def_notemp_drop_nos_3,0.9686
114,def_notemp_drop_nos_4,0.9693
115,def_notemp_drop_s_0,0.9687
116,def_notemp_drop_s_1,0.9687
117,def_notemp_drop_s_2,0.9707
118,def_notemp_drop_s_3,0.9705
119,def_notemp_drop_s_4,0.97
120,def_ptm_drop_nos_0,0.9702
121,def_ptm_drop_nos_1,0.9674
122,def_ptm_drop_nos_2,0.9715
123,def_ptm_drop_nos_3,0.9712
124,def_ptm_drop_nos_4,0.9708
125,def_ptm_drop_s_0,0.9681
126,def_ptm_drop_s_1,0.9706
127,def_ptm_drop_s_2,0.9713
128,def_ptm_drop_s_3,0.9677
129,def_ptm_drop_s_4,0.9697
130,def_ptm_not_drop_nos_0,0.9717
131,def_ptm_not_drop_nos_1,0.9696
132,def_ptm_not_drop_nos_2,0.9721
133,def_ptm_not_drop_nos_3,0.9688
134,def_ptm_not_drop_nos_4,0.971
135,def_ptm_not_drop_s_0,0.9678
136,def_ptm_not_drop_s_1,0.9704
137,def_ptm_not_drop_s_2,0.9692
138,def_ptm_not_drop_s_3,0.9708
139,def_ptm_not_drop_s_4,0.9721
140,def_ptm_notemp_0,0.9696
141,def_ptm_notemp_1,0.9708
142,def_ptm_notemp_2,0.9703
143,def_ptm_notemp_3,0.9711
144,def_ptm_notemp_4,0.9721
145,default_0,0.9684
146,default_1,0.9711
147,default_2,0.9704
148,default_3,0.9698
149,default_4,0.9718
150,default_pdb70_new_0,0.9705
151,default_pdb70_new_1,0.9701
152,default_pdb70_new_2,0.9696
153,default_pdb70_new_3,0.9705
154,default_pdb70_new_4,0.9714
155,default_ptm_0,0.9698
156,default_ptm_1,0.9673
157,default_ptm_2,0.9708
158,default_ptm_3,0.9684
159,default_ptm_4,0.9714
160,default_seq_temp_0,0.9698
161,default_seq_temp_1,0.9701
162,default_seq_temp_2,0.9695
163,default_seq_temp_3,0.9701
164,default_seq_temp_4,0.9707
165,dhr_0,0.9716
166,dhr_1,0.9723
167,dhr_2,0.968
168,dhr_3,0.9733
169,dhr_4,0.9717
170,ori_seq_temp_0,0.97
171,ori_seq_temp_1,0.9699
172,ori_seq_temp_2,0.9699
173,ori_seq_temp_3,0.9692
174,ori_seq_temp_4,0.9704
175,original_0,0.9691
176,original_1,0.9704
177,original_2,0.97
178,original_3,0.9699
179,original_4,0.9704
