,model,tmscore
0,af3_jian_0,0.9725
1,af3_jian_1,0.9731
2,af3_jian_2,0.9713
3,af3_jian_3,0.9729
4,af3_jian_4,0.9741
5,af3_jian_5,0.9713
6,af3_jian_6,0.9725
7,af3_jian_7,0.9754
8,af3_jian_8,0.9731
9,af3_jian_9,0.9747
10,af3_pawan_0,0.9749
11,af3_pawan_1,0.9765
12,af3_pawan_2,0.9749
13,af3_pawan_3,0.9729
14,af3_pawan_4,0.9683
15,af3_pawan_5,0.9739
16,af3_pawan_6,0.9739
17,af3_pawan_7,0.9701
18,af3_pawan_8,0.9724
19,af3_pawan_9,0.9706
20,colabfold_web_0,0.9707
21,colabfold_web_1,0.9717
22,colabfold_web_2,0.9708
23,colabfold_web_3,0.9716
24,colabfold_web_4,0.9709
25,colabfold_web_not_0,0.9681
26,colabfold_web_not_1,0.9679
27,colabfold_web_not_2,0.9709
28,colabfold_web_not_3,0.9714
29,colabfold_web_not_4,0.9718
30,deepmsa_dMSA_0,0.9383
31,deepmsa_dMSA_1,0.9378
32,deepmsa_dMSA_2,0.9333
33,deepmsa_dMSA_3,0.9335
34,deepmsa_dMSA_4,0.9352
35,deepmsa_dMSA_hhb_0,0.9338
36,deepmsa_dMSA_hhb_1,0.9371
37,deepmsa_dMSA_hhb_2,0.9271
38,deepmsa_dMSA_hhb_3,0.9266
39,deepmsa_dMSA_hhb_4,0.9369
40,deepmsa_qMSA_0,0.9334
41,deepmsa_qMSA_1,0.9327
42,deepmsa_qMSA_2,0.9339
43,deepmsa_qMSA_3,0.9361
44,deepmsa_qMSA_4,0.9336
45,deepmsa_qMSA_hhb_0,0.9352
46,deepmsa_qMSA_hhb_1,0.934
47,deepmsa_qMSA_hhb_2,0.934
48,deepmsa_qMSA_hhb_3,0.937
49,deepmsa_qMSA_hhb_4,0.9327
50,def_drop_nos_0,0.9624
51,def_drop_nos_1,0.9679
52,def_drop_nos_2,0.964
53,def_drop_nos_3,0.9627
54,def_drop_nos_4,0.9654
55,def_drop_s_0,0.9636
56,def_drop_s_1,0.9665
57,def_drop_s_2,0.9657
58,def_drop_s_3,0.9627
59,def_drop_s_4,0.9654
60,def_esm_msa_0,0.9654
61,def_esm_msa_1,0.9678
62,def_esm_msa_2,0.9729
63,def_esm_msa_3,0.9721
64,def_esm_msa_4,0.9715
65,def_esm_msa_ckpt5_0,0.9641
66,def_esm_msa_ckpt5_1,0.9359
67,def_esm_msa_ckpt5_2,0.9695
68,def_esm_msa_ckpt5_3,0.9352
69,def_esm_msa_ckpt5_4,0.9364
70,def_notemp_0,0.9749
71,def_notemp_1,0.9729
72,def_notemp_2,0.9677
73,def_notemp_3,0.9737
74,def_notemp_4,0.9741
75,def_notemp_drop_nos_0,0.9741
76,def_notemp_drop_nos_1,0.9688
77,def_notemp_drop_nos_2,0.97
78,def_notemp_drop_nos_3,0.9751
79,def_notemp_drop_nos_4,0.9701
80,def_notemp_drop_s_0,0.9736
81,def_notemp_drop_s_1,0.9749
82,def_notemp_drop_s_2,0.9732
83,def_notemp_drop_s_3,0.9757
84,def_notemp_drop_s_4,0.9678
85,def_ptm_drop_nos_0,0.9729
86,def_ptm_drop_nos_1,0.9415
87,def_ptm_drop_nos_2,0.9655
88,def_ptm_drop_nos_3,0.9634
89,def_ptm_drop_nos_4,0.9622
90,def_ptm_drop_s_0,0.967
91,def_ptm_drop_s_1,0.964
92,def_ptm_drop_s_2,0.9641
93,def_ptm_drop_s_3,0.9699
94,def_ptm_drop_s_4,0.9641
95,def_ptm_not_drop_nos_0,0.9739
96,def_ptm_not_drop_nos_1,0.9748
97,def_ptm_not_drop_nos_2,0.9735
98,def_ptm_not_drop_nos_3,0.9706
99,def_ptm_not_drop_nos_4,0.9742
100,def_ptm_not_drop_s_0,0.9747
101,def_ptm_not_drop_s_1,0.9767
102,def_ptm_not_drop_s_2,0.9735
103,def_ptm_not_drop_s_3,0.973
104,def_ptm_not_drop_s_4,0.9709
105,def_ptm_notemp_0,0.9748
106,def_ptm_notemp_1,0.9746
107,def_ptm_notemp_2,0.9746
108,def_ptm_notemp_3,0.9743
109,def_ptm_notemp_4,0.9742
110,default_0,0.9669
111,default_1,0.9685
112,default_2,0.9678
113,default_3,0.963
114,default_4,0.9706
115,default_pdb70_new_0,0.9748
116,default_pdb70_new_1,0.9724
117,default_pdb70_new_2,0.9725
118,default_pdb70_new_3,0.9744
119,default_pdb70_new_4,0.9401
120,default_ptm_0,0.9633
121,default_ptm_1,0.963
122,default_ptm_2,0.9641
123,default_ptm_3,0.9656
124,default_ptm_4,0.9659
125,default_seq_temp_0,0.9754
126,default_seq_temp_1,0.9753
127,default_seq_temp_2,0.975
128,default_seq_temp_3,0.9742
129,default_seq_temp_4,0.9748
130,dhr_0,0.9376
131,dhr_1,0.9626
132,dhr_2,0.964
133,dhr_3,0.96
134,dhr_4,0.9623
135,ori_seq_temp_0,0.9654
136,ori_seq_temp_1,0.9404
137,ori_seq_temp_2,0.9661
138,ori_seq_temp_3,0.9718
139,ori_seq_temp_4,0.9714
140,original_0,0.9401
141,original_1,0.9712
142,original_2,0.9711
143,original_3,0.9412
144,original_4,0.9407
