,model,tmscore
0,af3_jian_0,69.391
1,af3_jian_1,67.859
2,af3_jian_2,71.244
3,af3_jian_3,70.084
4,af3_jian_4,70.825
5,af3_jian_5,71.986
6,af3_jian_6,68.81
7,af3_jian_7,69.101
8,af3_jian_8,70.084
9,af3_jian_9,69.342
10,af3_pawan_0,68.585
11,af3_pawan_1,69.068
12,af3_pawan_2,69.084
13,af3_pawan_3,67.698
14,af3_pawan_4,70.213
15,af3_pawan_5,70.809
16,af3_pawan_6,70.438
17,af3_pawan_7,67.344
18,af3_pawan_8,70.712
19,af3_pawan_9,72.437
20,colabfold_web_0,68.021
21,colabfold_web_1,67.666
22,colabfold_web_2,68.262
23,colabfold_web_3,67.618
24,colabfold_web_4,67.344
25,colabfold_web_not_0,68.037
26,colabfold_web_not_1,67.102
27,colabfold_web_not_2,68.085
28,colabfold_web_not_3,68.15
29,colabfold_web_not_4,68.504
30,deepmsa_DeepJGI_0,60.461
31,deepmsa_DeepJGI_1,63.395
32,deepmsa_DeepJGI_2,62.669
33,deepmsa_DeepJGI_3,63.378
34,deepmsa_DeepJGI_4,62.395
35,deepmsa_DeepJGI_hms_0,62.782
36,deepmsa_DeepJGI_hms_1,61.235
37,deepmsa_DeepJGI_hms_2,63.024
38,deepmsa_DeepJGI_hms_3,62.895
39,deepmsa_DeepJGI_hms_4,59.671
40,deepmsa_dMSA_0,59.961
41,deepmsa_dMSA_1,61.074
42,deepmsa_dMSA_2,64.394
43,deepmsa_dMSA_3,62.927
44,deepmsa_dMSA_4,61.041
45,deepmsa_dMSA_hhb_0,63.62
46,deepmsa_dMSA_hhb_1,63.878
47,deepmsa_dMSA_hhb_2,64.055
48,deepmsa_dMSA_hhb_3,63.83
49,deepmsa_dMSA_hhb_4,63.781
50,deepmsa_dMSA_hms_0,63.701
51,deepmsa_dMSA_hms_1,63.524
52,deepmsa_dMSA_hms_2,64.088
53,deepmsa_dMSA_hms_3,63.008
54,deepmsa_dMSA_hms_4,62.427
55,deepmsa_dMSA_jac_0,63.636
56,deepmsa_dMSA_jac_1,63.395
57,deepmsa_dMSA_jac_2,64.233
58,deepmsa_dMSA_jac_3,64.539
59,deepmsa_dMSA_jac_4,63.846
60,deepmsa_q3JGI_0,61.767
61,deepmsa_q3JGI_1,62.621
62,deepmsa_q3JGI_2,63.588
63,deepmsa_q3JGI_3,62.234
64,deepmsa_q3JGI_4,62.25
65,deepmsa_q3JGI_hms_0,61.96
66,deepmsa_q3JGI_hms_1,61.831
67,deepmsa_q3JGI_hms_2,63.588
68,deepmsa_q3JGI_hms_3,62.734
69,deepmsa_q3JGI_hms_4,61.186
70,deepmsa_q4JGI_0,67.231
71,deepmsa_q4JGI_1,67.811
72,deepmsa_q4JGI_2,67.424
73,deepmsa_q4JGI_3,67.569
74,deepmsa_q4JGI_4,67.666
75,deepmsa_q4JGI_hms_0,67.118
76,deepmsa_q4JGI_hms_1,67.795
77,deepmsa_q4JGI_hms_2,67.182
78,deepmsa_q4JGI_hms_3,67.489
79,deepmsa_q4JGI_hms_4,67.682
80,deepmsa_qMSA_hhb_0,62.121
81,deepmsa_qMSA_hhb_1,61.976
82,deepmsa_qMSA_hhb_2,63.669
83,deepmsa_qMSA_hhb_3,62.975
84,deepmsa_qMSA_hhb_4,62.508
85,def_dom_hhsearch_0,68.424
86,def_dom_hhsearch_1,68.536
87,def_dom_hhsearch_2,68.166
88,def_dom_hhsearch_3,67.65
89,def_dom_hhsearch_4,68.601
90,def_dom_manual_0,68.569
91,def_dom_manual_1,68.295
92,def_dom_manual_2,67.344
93,def_dom_manual_3,68.037
94,def_dom_manual_4,68.891
95,def_dom_parser_0,68.827
96,def_dom_parser_1,69.439
97,def_dom_parser_2,68.698
98,def_dom_parser_3,68.956
99,def_dom_parser_4,70.455
100,def_dom_unidoc_0,67.134
101,def_dom_unidoc_1,68.391
102,def_dom_unidoc_2,68.021
103,def_dom_unidoc_3,69.616
104,def_dom_unidoc_4,68.021
105,def_drop_nos_0,70.084
106,def_drop_nos_1,69.439
107,def_drop_nos_2,69.729
108,def_drop_nos_3,67.924
109,def_drop_nos_4,67.714
110,def_drop_s_0,68.73
111,def_drop_s_1,66.844
112,def_drop_s_2,67.263
113,def_drop_s_3,67.054
114,def_drop_s_4,68.649
115,def_esm_msa_0,67.07
116,def_esm_msa_1,67.44
117,def_esm_msa_2,68.214
118,def_esm_msa_3,68.746
119,def_esm_msa_4,69.068
120,def_esm_msa_ckpt5_0,67.859
121,def_esm_msa_ckpt5_1,67.489
122,def_esm_msa_ckpt5_2,67.054
123,def_esm_msa_ckpt5_3,67.199
124,def_esm_msa_ckpt5_4,68.601
125,def_notemp_0,68.956
126,def_notemp_1,68.327
127,def_notemp_2,67.827
128,def_notemp_3,67.279
129,def_notemp_4,68.681
130,def_notemp_drop_nos_0,67.843
131,def_notemp_drop_nos_1,68.15
132,def_notemp_drop_nos_2,66.844
133,def_notemp_drop_nos_3,68.633
134,def_notemp_drop_nos_4,68.456
135,def_notemp_drop_s_0,68.375
136,def_notemp_drop_s_1,68.214
137,def_notemp_drop_s_2,67.344
138,def_notemp_drop_s_3,67.521
139,def_notemp_drop_s_4,70.181
140,def_ptm_drop_nos_0,68.359
141,def_ptm_drop_nos_1,65.683
142,def_ptm_drop_nos_2,66.876
143,def_ptm_drop_nos_3,67.054
144,def_ptm_drop_nos_4,67.827
145,def_ptm_drop_s_0,67.827
146,def_ptm_drop_s_1,66.473
147,def_ptm_drop_s_2,68.053
148,def_ptm_drop_s_3,66.812
149,def_ptm_drop_s_4,67.876
150,def_ptm_not_drop_nos_0,66.651
151,def_ptm_not_drop_nos_1,66.151
152,def_ptm_not_drop_nos_2,67.295
153,def_ptm_not_drop_nos_3,69.101
154,def_ptm_not_drop_nos_4,66.892
155,def_ptm_not_drop_s_0,67.07
156,def_ptm_not_drop_s_1,68.166
157,def_ptm_not_drop_s_2,66.812
158,def_ptm_not_drop_s_3,68.391
159,def_ptm_not_drop_s_4,68.407
160,def_ptm_notemp_0,66.973
161,def_ptm_notemp_1,66.892
162,def_ptm_notemp_2,68.827
163,def_ptm_notemp_3,66.667
164,def_ptm_notemp_4,67.295
165,default_0,66.183
166,default_1,70.471
167,default_2,68.037
168,default_3,67.988
169,default_4,65.683
170,default_pdb70_new_0,69.358
171,default_pdb70_new_1,69.391
172,default_pdb70_new_2,68.037
173,default_pdb70_new_3,68.843
174,default_pdb70_new_4,68.166
175,default_ptm_0,67.908
176,default_ptm_1,67.118
177,default_ptm_2,68.037
178,default_ptm_3,67.698
179,default_ptm_4,68.327
180,default_seq_temp_0,68.424
181,default_seq_temp_1,68.391
182,default_seq_temp_2,69.004
183,default_seq_temp_3,69.101
