,model,tmscore
0,af3_jian_0,81.271
1,af3_jian_1,82.373
2,af3_jian_2,83.22
3,af3_jian_3,83.22
4,af3_jian_4,87.966
5,af3_jian_5,83.983
6,af3_jian_6,82.119
7,af3_jian_7,83.39
8,af3_jian_8,86.525
9,af3_jian_9,86.017
10,af3_pawan_0,79.661
11,af3_pawan_1,80.0
12,af3_pawan_2,82.034
13,af3_pawan_3,82.119
14,af3_pawan_4,83.729
15,af3_pawan_5,80.593
16,af3_pawan_6,79.322
17,af3_pawan_7,84.407
18,af3_pawan_8,78.644
19,af3_pawan_9,79.068
20,colabfold_web_0,85.678
21,colabfold_web_1,86.864
22,colabfold_web_2,86.017
23,colabfold_web_3,87.627
24,colabfold_web_4,86.017
25,colabfold_web_not_0,87.373
26,colabfold_web_not_1,86.78
27,colabfold_web_not_2,85.847
28,colabfold_web_not_3,86.695
29,colabfold_web_not_4,87.034
30,deepmsa_DeepJGI_0,79.661
31,deepmsa_DeepJGI_1,84.915
32,deepmsa_DeepJGI_2,83.898
33,deepmsa_DeepJGI_3,79.831
34,deepmsa_DeepJGI_4,79.915
35,deepmsa_dMSA_0,84.661
36,deepmsa_dMSA_1,79.746
37,deepmsa_dMSA_2,79.322
38,deepmsa_dMSA_3,84.576
39,deepmsa_dMSA_4,84.915
40,deepmsa_dMSA_hhb_0,87.627
41,deepmsa_dMSA_hhb_1,85.932
42,deepmsa_dMSA_hhb_2,86.017
43,deepmsa_dMSA_hhb_3,86.017
44,deepmsa_dMSA_hhb_4,85.169
45,deepmsa_dMSA_jac_0,86.017
46,deepmsa_dMSA_jac_1,84.576
47,deepmsa_dMSA_jac_2,86.017
48,deepmsa_dMSA_jac_3,79.576
49,deepmsa_dMSA_jac_4,85.169
50,deepmsa_q3JGI_0,56.61
51,deepmsa_q3JGI_1,56.356
52,deepmsa_q3JGI_2,56.186
53,deepmsa_q3JGI_3,56.186
54,deepmsa_q3JGI_4,56.271
55,deepmsa_q3JGI_hms_0,79.831
56,deepmsa_q3JGI_hms_1,79.407
57,deepmsa_q3JGI_hms_2,87.797
58,deepmsa_q3JGI_hms_3,87.203
59,deepmsa_q3JGI_hms_4,87.203
60,deepmsa_q4JGI_0,56.441
61,deepmsa_q4JGI_1,56.525
62,deepmsa_q4JGI_2,56.017
63,deepmsa_q4JGI_3,57.034
64,deepmsa_q4JGI_4,56.441
65,deepmsa_q4JGI_hms_0,79.831
66,deepmsa_q4JGI_hms_1,80.169
67,deepmsa_q4JGI_hms_2,81.61
68,deepmsa_q4JGI_hms_3,81.271
69,deepmsa_q4JGI_hms_4,80.0
70,deepmsa_qMSA_0,55.508
71,deepmsa_qMSA_1,55.593
72,deepmsa_qMSA_2,55.847
73,deepmsa_qMSA_3,56.017
74,deepmsa_qMSA_4,55.847
75,deepmsa_qMSA_hh3_0,79.492
76,deepmsa_qMSA_hh3_1,79.322
77,deepmsa_qMSA_hh3_2,79.492
78,deepmsa_qMSA_hh3_3,79.746
79,deepmsa_qMSA_hh3_4,82.119
80,deepmsa_qMSA_hhb_0,81.949
81,deepmsa_qMSA_hhb_1,82.288
82,deepmsa_qMSA_hhb_2,83.22
83,deepmsa_qMSA_hhb_3,82.627
84,deepmsa_qMSA_hhb_4,82.542
85,deepmsa_qMSA_hms_0,86.695
86,deepmsa_qMSA_hms_1,84.661
87,deepmsa_qMSA_hms_2,85.0
88,deepmsa_qMSA_hms_3,86.441
89,deepmsa_qMSA_hms_4,78.136
90,deepmsa_qMSA_jac_0,79.746
91,deepmsa_qMSA_jac_1,79.407
92,deepmsa_qMSA_jac_2,79.661
93,deepmsa_qMSA_jac_3,79.153
94,deepmsa_qMSA_jac_4,79.492
95,def_dom_hhsearch_0,87.627
96,def_dom_hhsearch_1,87.458
97,def_dom_hhsearch_2,87.542
98,def_dom_hhsearch_3,87.288
99,def_dom_hhsearch_4,87.288
100,def_dom_manual_0,87.797
101,def_dom_manual_1,88.051
102,def_dom_manual_2,87.966
103,def_dom_manual_3,87.458
104,def_dom_manual_4,87.542
105,def_dom_parser_0,87.712
106,def_dom_parser_1,87.797
107,def_dom_parser_2,87.119
108,def_dom_parser_3,86.356
109,def_dom_parser_4,87.119
110,def_dom_unidoc_0,85.932
111,def_dom_unidoc_1,85.678
112,def_dom_unidoc_2,84.407
113,def_dom_unidoc_3,85.169
114,def_dom_unidoc_4,87.966
115,def_drop_nos_0,55.678
116,def_drop_nos_1,56.186
117,def_drop_nos_2,55.169
118,def_drop_nos_3,55.593
119,def_drop_nos_4,56.949
120,def_drop_s_0,55.508
121,def_drop_s_1,55.254
122,def_drop_s_2,55.254
123,def_drop_s_3,55.169
124,def_drop_s_4,54.831
125,def_esm_msa_0,55.254
126,def_esm_msa_1,55.847
127,def_esm_msa_2,55.085
128,def_esm_msa_3,56.102
129,def_esm_msa_4,55.847
130,def_esm_msa_ckpt5_0,81.441
131,def_esm_msa_ckpt5_1,82.881
132,def_esm_msa_ckpt5_2,73.983
133,def_esm_msa_ckpt5_3,74.068
134,def_esm_msa_ckpt5_4,67.627
135,def_notemp_0,86.695
136,def_notemp_1,92.542
137,def_notemp_2,92.119
138,def_notemp_3,84.322
139,def_notemp_4,88.559
140,def_notemp_drop_nos_0,86.356
141,def_notemp_drop_nos_1,86.949
142,def_notemp_drop_nos_2,84.576
143,def_notemp_drop_nos_3,90.339
144,def_notemp_drop_nos_4,87.034
145,def_notemp_drop_s_0,87.712
146,def_notemp_drop_s_1,85.339
147,def_notemp_drop_s_2,89.576
148,def_notemp_drop_s_3,83.983
149,def_notemp_drop_s_4,80.424
150,def_ptm_drop_nos_0,55.085
151,def_ptm_drop_nos_1,54.746
152,def_ptm_drop_nos_2,55.763
153,def_ptm_drop_nos_3,55.508
154,def_ptm_drop_nos_4,56.017
155,def_ptm_drop_s_0,55.169
156,def_ptm_drop_s_1,56.271
157,def_ptm_drop_s_2,55.424
158,def_ptm_drop_s_3,55.508
159,def_ptm_drop_s_4,56.271
160,def_ptm_not_drop_nos_0,87.712
161,def_ptm_not_drop_nos_1,86.864
162,def_ptm_not_drop_nos_2,86.949
163,def_ptm_not_drop_nos_3,87.034
164,def_ptm_not_drop_nos_4,87.712
165,def_ptm_not_drop_s_0,87.542
166,def_ptm_not_drop_s_1,87.458
167,def_ptm_not_drop_s_2,86.525
168,def_ptm_not_drop_s_3,91.949
169,def_ptm_not_drop_s_4,88.22
170,def_ptm_notemp_0,87.288
171,def_ptm_notemp_1,87.966
172,def_ptm_notemp_2,86.271
173,def_ptm_notemp_3,90.085
174,def_ptm_notemp_4,88.051
175,default_0,57.034
176,default_1,54.746
177,default_2,55.085
178,default_3,54.322
179,default_4,55.424
180,default_pdb70_new_0,88.39
181,default_pdb70_new_1,88.814
182,default_pdb70_new_2,83.475
183,default_pdb70_new_3,86.441
184,default_pdb70_new_4,88.39
185,default_ptm_0,55.678
186,default_ptm_1,55.0
187,default_ptm_2,55.254
188,default_ptm_3,55.254
189,default_ptm_4,54.661
190,default_seq_temp_0,85.678
191,default_seq_temp_1,85.508
192,default_seq_temp_2,86.61
193,default_seq_temp_3,83.39
194,default_seq_temp_4,85.508
195,dhr_0,86.864
196,dhr_1,85.0
197,dhr_2,85.254
198,dhr_3,87.881
199,dhr_4,82.119
200,dmsa_dom_hhsearch_0,87.881
201,dmsa_dom_hhsearch_1,85.932
202,dmsa_dom_hhsearch_2,85.847
203,dmsa_dom_hhsearch_3,87.458
204,dmsa_dom_hhsearch_4,85.424
205,dmsa_dom_manual_0,86.695
206,dmsa_dom_manual_1,87.373
207,dmsa_dom_manual_2,86.695
208,dmsa_dom_manual_3,88.559
209,dmsa_dom_manual_4,87.627
210,dmsa_dom_parser_0,84.746
211,dmsa_dom_parser_1,85.424
212,dmsa_dom_parser_2,85.339
213,dmsa_dom_parser_3,86.61
214,dmsa_dom_parser_4,88.305
215,ori_seq_temp_0,87.712
216,ori_seq_temp_1,87.288
217,ori_seq_temp_2,86.949
218,ori_seq_temp_3,89.661
219,ori_seq_temp_4,86.864
220,original_0,86.186
221,original_1,89.746
222,original_2,86.61
223,original_3,86.525
224,original_4,86.525
