,model,tmscore
0,af3_jian_0,90.126
1,af3_jian_1,89.706
2,af3_jian_2,88.445
3,af3_jian_3,90.546
4,af3_jian_4,90.336
5,af3_jian_5,91.387
6,af3_jian_6,92.227
7,af3_jian_7,91.597
8,af3_jian_8,90.546
9,af3_jian_9,90.336
10,af3_pawan_0,90.546
11,af3_pawan_1,89.916
12,af3_pawan_2,90.966
13,af3_pawan_3,91.597
14,af3_pawan_4,90.756
15,af3_pawan_5,90.756
16,af3_pawan_6,90.966
17,af3_pawan_7,91.387
18,af3_pawan_8,91.176
19,af3_pawan_9,90.966
20,colabfold_web_0,88.866
21,colabfold_web_1,88.866
22,colabfold_web_2,88.445
23,colabfold_web_3,88.866
24,colabfold_web_4,82.773
25,colabfold_web_not_0,87.605
26,colabfold_web_not_1,82.143
27,colabfold_web_not_2,88.235
28,colabfold_web_not_3,89.496
29,colabfold_web_not_4,81.933
30,deepmsa_DeepJGI_0,89.496
31,deepmsa_DeepJGI_1,89.076
32,deepmsa_DeepJGI_2,89.496
33,deepmsa_DeepJGI_3,89.706
34,deepmsa_DeepJGI_4,89.916
35,deepmsa_DeepJGI_hms_0,90.126
36,deepmsa_DeepJGI_hms_1,88.025
37,deepmsa_DeepJGI_hms_2,89.706
38,deepmsa_DeepJGI_hms_3,89.496
39,deepmsa_DeepJGI_hms_4,89.916
40,deepmsa_dMSA_0,88.866
41,deepmsa_dMSA_1,88.445
42,deepmsa_dMSA_2,88.655
43,deepmsa_dMSA_3,91.176
44,deepmsa_dMSA_4,85.294
45,deepmsa_dMSA_hhb_0,89.076
46,deepmsa_dMSA_hhb_1,88.655
47,deepmsa_dMSA_hhb_2,90.126
48,deepmsa_dMSA_hhb_3,83.193
49,deepmsa_dMSA_hhb_4,82.983
50,deepmsa_dMSA_hms_0,89.076
51,deepmsa_dMSA_hms_1,88.445
52,deepmsa_dMSA_hms_2,88.445
53,deepmsa_dMSA_hms_3,82.143
54,deepmsa_dMSA_hms_4,80.672
55,deepmsa_dMSA_jac_0,88.655
56,deepmsa_dMSA_jac_1,88.866
57,deepmsa_dMSA_jac_2,82.983
58,deepmsa_dMSA_jac_3,82.773
59,deepmsa_dMSA_jac_4,80.672
60,deepmsa_q3JGI_0,89.076
61,deepmsa_q3JGI_1,89.706
62,deepmsa_q3JGI_2,89.076
63,deepmsa_q3JGI_3,89.496
64,deepmsa_q3JGI_4,88.866
65,deepmsa_q3JGI_hms_0,89.286
66,deepmsa_q3JGI_hms_1,89.496
67,deepmsa_q3JGI_hms_2,90.126
68,deepmsa_q3JGI_hms_3,89.706
69,deepmsa_q3JGI_hms_4,90.336
70,deepmsa_q4JGI_0,89.076
71,deepmsa_q4JGI_1,89.496
72,deepmsa_q4JGI_2,89.076
73,deepmsa_q4JGI_3,89.076
74,deepmsa_q4JGI_4,89.076
75,deepmsa_q4JGI_hms_0,89.496
76,deepmsa_q4JGI_hms_1,88.866
77,deepmsa_q4JGI_hms_2,89.076
78,deepmsa_q4JGI_hms_3,89.706
79,deepmsa_q4JGI_hms_4,89.496
80,deepmsa_qMSA_0,89.286
81,deepmsa_qMSA_1,82.983
82,deepmsa_qMSA_2,88.445
83,deepmsa_qMSA_3,82.563
84,deepmsa_qMSA_4,82.773
85,deepmsa_qMSA_hh3_0,89.496
86,deepmsa_qMSA_hh3_1,88.866
87,deepmsa_qMSA_hh3_2,89.286
88,deepmsa_qMSA_hh3_3,88.445
89,deepmsa_qMSA_hh3_4,82.353
90,deepmsa_qMSA_hhb_0,81.933
91,deepmsa_qMSA_hhb_1,86.134
