,model,tmscore
0,af3_jian_0,99.481
1,af3_jian_1,99.555
2,af3_jian_2,99.481
3,af3_jian_3,99.555
4,af3_jian_4,99.481
5,af3_jian_5,99.481
6,af3_jian_6,99.481
7,af3_jian_7,99.555
8,af3_jian_8,99.481
9,af3_jian_9,99.481
10,af3_pawan_0,99.481
11,af3_pawan_1,99.555
12,af3_pawan_2,99.555
13,af3_pawan_3,99.481
14,af3_pawan_4,99.555
15,af3_pawan_5,99.407
16,af3_pawan_6,99.555
17,af3_pawan_7,99.555
18,af3_pawan_8,99.555
19,af3_pawan_9,99.481
20,colabfold_web_0,99.258
21,colabfold_web_1,99.11
22,colabfold_web_2,99.258
23,colabfold_web_3,99.11
24,colabfold_web_4,99.332
25,colabfold_web_not_0,99.332
26,colabfold_web_not_1,99.258
27,colabfold_web_not_2,99.332
28,colabfold_web_not_3,99.258
29,colabfold_web_not_4,99.332
30,deepmsa_dMSA_0,99.258
31,deepmsa_dMSA_1,99.407
32,deepmsa_dMSA_2,99.407
33,deepmsa_dMSA_3,99.407
34,deepmsa_dMSA_4,99.332
35,deepmsa_dMSA_hhb_0,99.481
36,deepmsa_dMSA_hhb_1,99.332
37,deepmsa_dMSA_hhb_2,99.332
38,deepmsa_dMSA_hhb_3,99.258
39,deepmsa_dMSA_hhb_4,99.332
40,deepmsa_qMSA_0,99.407
41,deepmsa_qMSA_1,99.407
42,deepmsa_qMSA_2,97.849
43,deepmsa_qMSA_3,97.923
44,deepmsa_qMSA_4,97.774
45,deepmsa_qMSA_hhb_0,99.258
46,deepmsa_qMSA_hhb_1,97.849
47,deepmsa_qMSA_hhb_2,97.7
48,deepmsa_qMSA_hhb_3,97.774
49,deepmsa_qMSA_hhb_4,97.7
50,def_drop_nos_0,99.481
51,def_drop_nos_1,99.481
52,def_drop_nos_2,99.481
53,def_drop_nos_3,99.407
54,def_drop_nos_4,99.407
55,def_drop_s_0,99.481
56,def_drop_s_1,99.481
57,def_drop_s_2,99.407
58,def_drop_s_3,99.481
59,def_drop_s_4,99.332
60,def_esm_msa_0,99.407
61,def_esm_msa_1,99.481
62,def_esm_msa_2,99.481
63,def_esm_msa_3,99.481
64,def_esm_msa_4,99.481
65,def_esm_msa_ckpt5_0,99.332
66,def_esm_msa_ckpt5_1,99.481
67,def_esm_msa_ckpt5_2,99.407
68,def_esm_msa_ckpt5_3,99.481
69,def_esm_msa_ckpt5_4,99.481
70,def_notemp_0,99.332
71,def_notemp_1,99.258
72,def_notemp_2,99.332
73,def_notemp_3,99.332
74,def_notemp_4,99.332
75,def_notemp_drop_nos_0,99.481
76,def_notemp_drop_nos_1,99.332
77,def_notemp_drop_nos_2,99.332
78,def_notemp_drop_nos_3,99.481
79,def_notemp_drop_nos_4,99.258
80,def_notemp_drop_s_0,99.407
81,def_notemp_drop_s_1,99.407
82,def_notemp_drop_s_2,99.332
83,def_notemp_drop_s_3,99.332
84,def_notemp_drop_s_4,99.184
85,def_ptm_drop_nos_0,99.332
86,def_ptm_drop_nos_1,99.407
87,def_ptm_drop_nos_2,99.407
88,def_ptm_drop_nos_3,99.407
89,def_ptm_drop_nos_4,99.332
90,def_ptm_drop_s_0,99.332
91,def_ptm_drop_s_1,99.407
92,def_ptm_drop_s_2,99.555
93,def_ptm_drop_s_3,99.407
94,def_ptm_drop_s_4,99.407
95,def_ptm_not_drop_nos_0,99.481
96,def_ptm_not_drop_nos_1,99.407
97,def_ptm_not_drop_nos_2,99.481
98,def_ptm_not_drop_nos_3,99.407
99,def_ptm_not_drop_nos_4,99.407
100,def_ptm_not_drop_s_0,99.332
101,def_ptm_not_drop_s_1,99.407
102,def_ptm_not_drop_s_2,99.332
103,def_ptm_not_drop_s_3,99.481
104,def_ptm_not_drop_s_4,99.407
105,def_ptm_notemp_0,99.481
106,def_ptm_notemp_1,99.481
107,def_ptm_notemp_2,99.407
108,def_ptm_notemp_3,99.407
109,def_ptm_notemp_4,99.407
110,default_0,99.481
111,default_1,99.407
112,default_2,99.407
113,default_3,99.407
114,default_4,99.481
115,default_pdb70_new_0,99.407
116,default_pdb70_new_1,99.481
117,default_pdb70_new_2,99.407
118,default_pdb70_new_3,99.481
119,default_pdb70_new_4,99.407
120,default_ptm_0,99.184
121,default_ptm_1,99.332
122,default_ptm_2,99.332
123,default_ptm_3,99.407
124,default_ptm_4,99.407
125,default_seq_temp_0,99.407
126,default_seq_temp_1,99.407
127,default_seq_temp_2,99.481
128,default_seq_temp_3,99.332
129,default_seq_temp_4,99.481
130,dhr_0,98.591
131,dhr_1,98.665
132,dhr_2,99.332
133,dhr_3,98.516
134,dhr_4,98.961
135,ori_seq_temp_0,99.481
136,ori_seq_temp_1,99.481
137,ori_seq_temp_2,99.258
138,ori_seq_temp_3,99.407
139,ori_seq_temp_4,99.407
140,original_0,99.407
141,original_1,99.407
142,original_2,99.258
143,original_3,99.258
144,original_4,99.407
