,model,tmscore
0,af3_jian_0,98.077
1,af3_jian_1,97.97
2,af3_jian_2,97.756
3,af3_jian_3,97.863
4,af3_jian_4,97.97
5,af3_jian_5,97.543
6,af3_jian_6,97.97
7,af3_jian_7,97.97
8,af3_jian_8,97.756
9,af3_jian_9,97.65
10,af3_pawan_0,98.504
11,af3_pawan_1,98.184
12,af3_pawan_2,97.97
13,af3_pawan_3,97.97
14,af3_pawan_4,97.756
15,af3_pawan_5,98.611
16,af3_pawan_6,97.863
17,af3_pawan_7,97.863
18,af3_pawan_8,98.184
19,af3_pawan_9,97.756
20,colabfold_web_0,97.543
21,colabfold_web_1,97.97
22,colabfold_web_2,97.863
23,colabfold_web_3,95.94
24,colabfold_web_4,96.047
25,colabfold_web_not_0,97.756
26,colabfold_web_not_1,97.436
27,colabfold_web_not_2,97.436
28,colabfold_web_not_3,96.261
29,colabfold_web_not_4,97.756
30,deepmsa_dMSA_0,95.192
31,deepmsa_dMSA_1,94.872
32,deepmsa_dMSA_2,95.085
33,deepmsa_dMSA_3,95.085
34,deepmsa_dMSA_4,95.299
35,deepmsa_dMSA_hhb_0,98.397
36,deepmsa_dMSA_hhb_1,97.436
37,deepmsa_dMSA_hhb_2,98.184
38,deepmsa_dMSA_hhb_3,97.863
39,deepmsa_dMSA_hhb_4,94.551
40,deepmsa_qMSA_0,97.756
41,deepmsa_qMSA_1,97.97
42,deepmsa_qMSA_2,95.833
43,deepmsa_qMSA_3,94.551
44,deepmsa_qMSA_4,95.513
45,deepmsa_qMSA_hhb_0,97.863
46,deepmsa_qMSA_hhb_1,98.184
47,deepmsa_qMSA_hhb_2,97.65
48,deepmsa_qMSA_hhb_3,95.192
49,deepmsa_qMSA_hhb_4,94.551
50,def_drop_nos_0,96.154
51,def_drop_nos_1,97.863
52,def_drop_nos_2,97.97
53,def_drop_nos_3,97.329
54,def_drop_nos_4,97.329
55,def_drop_s_0,97.543
56,def_drop_s_1,97.436
57,def_drop_s_2,98.504
58,def_drop_s_3,97.97
59,def_drop_s_4,98.504
60,def_esm_msa_0,96.688
61,def_esm_msa_1,97.863
62,def_esm_msa_2,96.688
63,def_esm_msa_3,98.077
64,def_esm_msa_4,96.154
65,def_esm_msa_ckpt5_0,96.154
66,def_esm_msa_ckpt5_1,97.222
67,def_esm_msa_ckpt5_2,97.65
68,def_esm_msa_ckpt5_3,97.543
69,def_esm_msa_ckpt5_4,97.436
70,def_notemp_0,97.756
71,def_notemp_1,97.436
72,def_notemp_2,97.543
73,def_notemp_3,97.756
74,def_notemp_4,97.863
75,def_notemp_drop_nos_0,96.261
76,def_notemp_drop_nos_1,97.756
77,def_notemp_drop_nos_2,97.756
78,def_notemp_drop_nos_3,97.756
79,def_notemp_drop_nos_4,97.863
80,def_notemp_drop_s_0,97.863
81,def_notemp_drop_s_1,97.863
82,def_notemp_drop_s_2,97.65
83,def_notemp_drop_s_3,97.756
84,def_notemp_drop_s_4,97.65
85,def_ptm_drop_nos_0,94.979
86,def_ptm_drop_nos_1,99.038
87,def_ptm_drop_nos_2,96.581
88,def_ptm_drop_nos_3,97.543
89,def_ptm_drop_nos_4,96.368
90,def_ptm_drop_s_0,97.756
91,def_ptm_drop_s_1,97.756
92,def_ptm_drop_s_2,96.261
93,def_ptm_drop_s_3,99.252
94,def_ptm_drop_s_4,98.611
95,def_ptm_not_drop_nos_0,96.581
96,def_ptm_not_drop_nos_1,97.436
97,def_ptm_not_drop_nos_2,98.718
98,def_ptm_not_drop_nos_3,97.97
99,def_ptm_not_drop_nos_4,96.581
100,def_ptm_not_drop_s_0,97.65
101,def_ptm_not_drop_s_1,98.932
102,def_ptm_not_drop_s_2,98.825
103,def_ptm_not_drop_s_3,97.756
104,def_ptm_not_drop_s_4,97.756
105,def_ptm_notemp_0,97.543
106,def_ptm_notemp_1,97.436
107,def_ptm_notemp_2,97.65
108,def_ptm_notemp_3,97.543
109,def_ptm_notemp_4,98.718
110,default_0,99.038
111,default_1,98.184
112,default_2,98.397
113,default_3,97.65
114,default_4,97.756
115,default_pdb70_new_0,97.756
116,default_pdb70_new_1,97.65
117,default_pdb70_new_2,96.902
118,default_pdb70_new_3,97.65
119,default_pdb70_new_4,98.184
120,default_ptm_0,98.291
121,default_ptm_1,96.474
122,default_ptm_2,96.368
123,default_ptm_3,99.145
124,default_ptm_4,96.368
125,default_seq_temp_0,97.756
126,default_seq_temp_1,98.184
127,default_seq_temp_2,97.863
128,default_seq_temp_3,96.902
129,default_seq_temp_4,96.047
130,dhr_0,97.65
131,dhr_1,97.222
132,dhr_2,97.115
133,dhr_3,94.551
134,dhr_4,95.406
135,ori_seq_temp_0,97.543
136,ori_seq_temp_1,95.94
137,ori_seq_temp_2,98.077
138,ori_seq_temp_3,98.184
139,ori_seq_temp_4,97.756
140,original_0,97.543
141,original_1,97.436
142,original_2,97.436
143,original_3,97.543
144,original_4,97.65
