,model,tmscore
0,af3_jian_0,33.607
1,af3_jian_1,34.016
2,af3_jian_2,34.221
3,af3_jian_3,33.607
4,af3_jian_4,34.221
5,af3_jian_5,35.656
6,af3_jian_6,34.016
7,af3_jian_7,33.811
8,af3_jian_8,33.811
9,af3_jian_9,34.221
10,af3_pawan_0,64.959
11,af3_pawan_1,34.221
12,af3_pawan_2,64.344
13,af3_pawan_3,35.041
14,af3_pawan_4,33.811
15,af3_pawan_5,34.426
16,af3_pawan_6,34.016
17,af3_pawan_7,33.402
18,af3_pawan_8,33.607
19,af3_pawan_9,33.811
20,colabfold_web_0,33.607
21,colabfold_web_1,33.607
22,colabfold_web_2,33.607
23,colabfold_web_3,33.607
24,colabfold_web_4,33.607
25,colabfold_web_not_0,32.992
26,colabfold_web_not_1,33.402
27,colabfold_web_not_2,33.607
28,colabfold_web_not_3,33.607
29,colabfold_web_not_4,33.607
30,deepmsa_DeepJGI_0,32.787
31,deepmsa_DeepJGI_1,33.402
32,deepmsa_DeepJGI_2,33.402
33,deepmsa_DeepJGI_3,33.607
34,deepmsa_DeepJGI_4,32.787
35,deepmsa_DeepJGI_hms_0,33.402
36,deepmsa_DeepJGI_hms_1,33.402
37,deepmsa_DeepJGI_hms_2,33.197
38,deepmsa_DeepJGI_hms_3,33.197
39,deepmsa_DeepJGI_hms_4,33.607
40,deepmsa_dMSA_0,33.402
41,deepmsa_dMSA_1,32.992
42,deepmsa_dMSA_2,32.992
43,deepmsa_dMSA_3,33.402
44,deepmsa_dMSA_4,33.197
45,deepmsa_dMSA_hhb_0,33.197
46,deepmsa_dMSA_hhb_1,33.197
47,deepmsa_dMSA_hhb_2,33.197
48,deepmsa_dMSA_hhb_3,33.197
49,deepmsa_dMSA_hhb_4,33.197
50,deepmsa_dMSA_hms_0,32.992
51,deepmsa_dMSA_hms_1,33.402
52,deepmsa_dMSA_hms_2,32.992
53,deepmsa_dMSA_hms_3,33.402
54,deepmsa_dMSA_hms_4,33.197
55,deepmsa_dMSA_jac_0,33.197
56,deepmsa_dMSA_jac_1,32.992
57,deepmsa_dMSA_jac_2,32.992
58,deepmsa_dMSA_jac_3,33.811
59,deepmsa_dMSA_jac_4,33.811
60,deepmsa_q3JGI_0,32.787
61,deepmsa_q3JGI_1,33.197
62,deepmsa_q3JGI_2,33.402
63,deepmsa_q3JGI_3,32.992
64,deepmsa_q3JGI_4,33.402
65,deepmsa_q4JGI_0,32.992
66,deepmsa_q4JGI_1,32.787
67,deepmsa_q4JGI_2,33.197
68,deepmsa_q4JGI_3,33.197
69,deepmsa_q4JGI_4,32.992
70,deepmsa_qMSA_0,32.787
71,deepmsa_qMSA_1,32.992
72,deepmsa_qMSA_2,32.992
73,deepmsa_qMSA_3,32.992
74,deepmsa_qMSA_4,32.992
75,deepmsa_qMSA_hhb_0,33.402
76,deepmsa_qMSA_hhb_1,33.197
77,deepmsa_qMSA_hhb_2,32.992
78,deepmsa_qMSA_hhb_3,32.787
79,deepmsa_qMSA_hhb_4,32.992
80,def_drop_nos_0,34.426
81,def_drop_nos_1,34.631
82,def_drop_nos_2,34.016
83,def_drop_nos_3,33.607
84,def_drop_nos_4,34.426
85,def_drop_s_0,34.221
86,def_drop_s_1,34.016
87,def_drop_s_2,34.016
88,def_drop_s_3,34.221
89,def_drop_s_4,33.402
90,def_esm_msa_0,34.221
91,def_esm_msa_1,34.426
92,def_esm_msa_2,34.631
93,def_esm_msa_3,34.426
94,def_esm_msa_4,34.631
95,def_esm_msa_ckpt5_0,34.426
96,def_esm_msa_ckpt5_1,34.631
97,def_esm_msa_ckpt5_2,34.426
