,model,tmscore
0,af3_jian_0,0.9826
1,af3_jian_1,0.9819
2,af3_jian_2,0.9813
3,af3_jian_3,0.982
4,af3_jian_4,0.9826
5,af3_jian_5,0.9813
6,af3_jian_6,0.9834
7,af3_jian_7,0.9825
8,af3_jian_8,0.9828
9,af3_jian_9,0.9829
10,af3_pawan_0,0.9878
11,af3_pawan_1,0.9828
12,af3_pawan_2,0.9817
13,af3_pawan_3,0.9838
14,af3_pawan_4,0.9812
15,af3_pawan_5,0.9882
16,af3_pawan_6,0.9813
17,af3_pawan_7,0.9823
18,af3_pawan_8,0.9844
19,af3_pawan_9,0.9807
20,colabfold_web_0,0.9807
21,colabfold_web_1,0.9826
22,colabfold_web_2,0.9829
23,colabfold_web_3,0.9715
24,colabfold_web_4,0.9721
25,colabfold_web_not_0,0.9821
26,colabfold_web_not_1,0.98
27,colabfold_web_not_2,0.9803
28,colabfold_web_not_3,0.9729
29,colabfold_web_not_4,0.9818
30,deepmsa_dMSA_0,0.9703
31,deepmsa_dMSA_1,0.9696
32,deepmsa_dMSA_2,0.9695
33,deepmsa_dMSA_3,0.9701
34,deepmsa_dMSA_4,0.9711
35,deepmsa_dMSA_hhb_0,0.9877
36,deepmsa_dMSA_hhb_1,0.9835
37,deepmsa_dMSA_hhb_2,0.9872
38,deepmsa_dMSA_hhb_3,0.9873
39,deepmsa_dMSA_hhb_4,0.9675
40,deepmsa_qMSA_0,0.9848
41,deepmsa_qMSA_1,0.9869
42,deepmsa_qMSA_2,0.9752
43,deepmsa_qMSA_3,0.9689
44,deepmsa_qMSA_4,0.9732
45,deepmsa_qMSA_hhb_0,0.9828
46,deepmsa_qMSA_hhb_1,0.9856
47,deepmsa_qMSA_hhb_2,0.9835
48,deepmsa_qMSA_hhb_3,0.9707
49,deepmsa_qMSA_hhb_4,0.968
50,def_drop_nos_0,0.9742
51,def_drop_nos_1,0.9834
52,def_drop_nos_2,0.9821
53,def_drop_nos_3,0.9811
54,def_drop_nos_4,0.9828
55,def_drop_s_0,0.9817
56,def_drop_s_1,0.9833
57,def_drop_s_2,0.987
58,def_drop_s_3,0.9832
59,def_drop_s_4,0.9888
60,def_esm_msa_0,0.9755
61,def_esm_msa_1,0.9832
62,def_esm_msa_2,0.9769
63,def_esm_msa_3,0.9835
64,def_esm_msa_4,0.974
65,def_esm_msa_ckpt5_0,0.9747
66,def_esm_msa_ckpt5_1,0.9817
67,def_esm_msa_ckpt5_2,0.9835
68,def_esm_msa_ckpt5_3,0.9817
69,def_esm_msa_ckpt5_4,0.9821
70,def_notemp_0,0.9815
71,def_notemp_1,0.9793
72,def_notemp_2,0.9796
73,def_notemp_3,0.9813
74,def_notemp_4,0.9822
75,def_notemp_drop_nos_0,0.9734
76,def_notemp_drop_nos_1,0.9814
77,def_notemp_drop_nos_2,0.9826
78,def_notemp_drop_nos_3,0.9826
79,def_notemp_drop_nos_4,0.9828
80,def_notemp_drop_s_0,0.9813
81,def_notemp_drop_s_1,0.9827
82,def_notemp_drop_s_2,0.9812
83,def_notemp_drop_s_3,0.9824
84,def_notemp_drop_s_4,0.9823
85,def_ptm_drop_nos_0,0.9677
86,def_ptm_drop_nos_1,0.9909
87,def_ptm_drop_nos_2,0.9767
88,def_ptm_drop_nos_3,0.9812
89,def_ptm_drop_nos_4,0.9774
90,def_ptm_drop_s_0,0.9817
91,def_ptm_drop_s_1,0.9823
92,def_ptm_drop_s_2,0.9768
93,def_ptm_drop_s_3,0.991
94,def_ptm_drop_s_4,0.9871
95,def_ptm_not_drop_nos_0,0.9752
96,def_ptm_not_drop_nos_1,0.9797
97,def_ptm_not_drop_nos_2,0.9892
98,def_ptm_not_drop_nos_3,0.9831
99,def_ptm_not_drop_nos_4,0.9751
100,def_ptm_not_drop_s_0,0.9804
101,def_ptm_not_drop_s_1,0.9897
102,def_ptm_not_drop_s_2,0.9892
103,def_ptm_not_drop_s_3,0.9809
104,def_ptm_not_drop_s_4,0.9806
105,def_ptm_notemp_0,0.98
106,def_ptm_notemp_1,0.9807
107,def_ptm_notemp_2,0.9804
108,def_ptm_notemp_3,0.9801
109,def_ptm_notemp_4,0.9893
110,default_0,0.9913
111,default_1,0.9861
112,default_2,0.9872
113,default_3,0.982
114,default_4,0.9833
115,default_pdb70_new_0,0.9812
116,default_pdb70_new_1,0.9798
117,default_pdb70_new_2,0.9753
118,default_pdb70_new_3,0.9813
119,default_pdb70_new_4,0.9835
120,default_ptm_0,0.9865
121,default_ptm_1,0.9763
122,default_ptm_2,0.976
123,default_ptm_3,0.9907
124,default_ptm_4,0.9768
125,default_seq_temp_0,0.9809
126,default_seq_temp_1,0.9832
127,default_seq_temp_2,0.9822
128,default_seq_temp_3,0.9747
129,default_seq_temp_4,0.9717
130,dhr_0,0.981
131,dhr_1,0.9779
132,dhr_2,0.9775
133,dhr_3,0.9669
134,dhr_4,0.9702
135,ori_seq_temp_0,0.9798
136,ori_seq_temp_1,0.9722
137,ori_seq_temp_2,0.9831
138,ori_seq_temp_3,0.9831
139,ori_seq_temp_4,0.9821
140,original_0,0.9794
141,original_1,0.98
142,original_2,0.9795
143,original_3,0.9796
144,original_4,0.9796
