,model,tmscore
0,af3_jian_0,0.9611
1,af3_jian_1,0.9615
2,af3_jian_2,0.9654
3,af3_jian_3,0.9652
4,af3_jian_4,0.9666
5,af3_jian_5,0.9678
6,af3_jian_6,0.962
7,af3_jian_7,0.9622
8,af3_jian_8,0.96
9,af3_jian_9,0.9586
10,af3_pawan_0,0.952
11,af3_pawan_1,0.9617
12,af3_pawan_2,0.9614
13,af3_pawan_3,0.956
14,af3_pawan_4,0.9645
15,af3_pawan_5,0.9666
16,af3_pawan_6,0.9664
17,af3_pawan_7,0.9562
18,af3_pawan_8,0.9653
19,af3_pawan_9,0.9674
20,colabfold_web_0,0.9585
21,colabfold_web_1,0.9587
22,colabfold_web_2,0.9599
23,colabfold_web_3,0.958
24,colabfold_web_4,0.9574
25,colabfold_web_not_0,0.9594
26,colabfold_web_not_1,0.9569
27,colabfold_web_not_2,0.9596
28,colabfold_web_not_3,0.9591
29,colabfold_web_not_4,0.9597
30,deepmsa_DeepJGI_0,0.9047
31,deepmsa_DeepJGI_1,0.9352
32,deepmsa_DeepJGI_2,0.9312
33,deepmsa_DeepJGI_3,0.933
34,deepmsa_DeepJGI_4,0.9276
35,deepmsa_DeepJGI_hms_0,0.9341
36,deepmsa_DeepJGI_hms_1,0.9192
37,deepmsa_DeepJGI_hms_2,0.9318
38,deepmsa_DeepJGI_hms_3,0.9311
39,deepmsa_DeepJGI_hms_4,0.902
40,deepmsa_dMSA_0,0.9117
41,deepmsa_dMSA_1,0.9198
42,deepmsa_dMSA_2,0.9382
43,deepmsa_dMSA_3,0.9314
44,deepmsa_dMSA_4,0.9206
45,deepmsa_dMSA_hhb_0,0.9403
46,deepmsa_dMSA_hhb_1,0.9418
47,deepmsa_dMSA_hhb_2,0.9427
48,deepmsa_dMSA_hhb_3,0.941
49,deepmsa_dMSA_hhb_4,0.9408
50,deepmsa_dMSA_hms_0,0.94
51,deepmsa_dMSA_hms_1,0.9346
52,deepmsa_dMSA_hms_2,0.9386
53,deepmsa_dMSA_hms_3,0.9314
54,deepmsa_dMSA_hms_4,0.9236
55,deepmsa_dMSA_jac_0,0.9342
56,deepmsa_dMSA_jac_1,0.9348
57,deepmsa_dMSA_jac_2,0.9397
58,deepmsa_dMSA_jac_3,0.9423
59,deepmsa_dMSA_jac_4,0.9356
60,deepmsa_q3JGI_0,0.9204
61,deepmsa_q3JGI_1,0.9246
62,deepmsa_q3JGI_2,0.934
63,deepmsa_q3JGI_3,0.9232
64,deepmsa_q3JGI_4,0.9262
65,deepmsa_q3JGI_hms_0,0.919
66,deepmsa_q3JGI_hms_1,0.9223
67,deepmsa_q3JGI_hms_2,0.9319
68,deepmsa_q3JGI_hms_3,0.9273
69,deepmsa_q3JGI_hms_4,0.9165
70,deepmsa_q4JGI_0,0.9462
71,deepmsa_q4JGI_1,0.9496
72,deepmsa_q4JGI_2,0.9494
73,deepmsa_q4JGI_3,0.9474
74,deepmsa_q4JGI_4,0.9473
75,deepmsa_q4JGI_hms_0,0.9454
76,deepmsa_q4JGI_hms_1,0.9496
77,deepmsa_q4JGI_hms_2,0.9461
78,deepmsa_q4JGI_hms_3,0.9467
79,deepmsa_q4JGI_hms_4,0.9488
80,deepmsa_qMSA_hhb_0,0.923
81,deepmsa_qMSA_hhb_1,0.9231
82,deepmsa_qMSA_hhb_2,0.9353
83,deepmsa_qMSA_hhb_3,0.9305
84,deepmsa_qMSA_hhb_4,0.9271
